T type,T type class,Dataset,T type sub-class,Specimen ID
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,516362762
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,586517633
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,547238558
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,623379534
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,591265629
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,572416871
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,547344442
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,623892261
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,547328377
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,573622646
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,547616623
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,623185845
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,547642256
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,617745241
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,547325858
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,623436161
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,623960880
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,591250232
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,517353438
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,587096515
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,517330781
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,586559181
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,587077323
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,573636382
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,572424901
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,587079262
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,592960350
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,517343484
Nos1-CreERT2,,Older Gouwen,,524090036
Nos1-CreERT2,,Older Gouwen,,530737765
Nos1-CreERT2,,Older Gouwen,,560965993
Nos1-CreERT2,,Older Gouwen,,560748672
Nos1-CreERT2,,Older Gouwen,,560924300
Nos1-CreERT2,,Older Gouwen,,566648315
Nos1-CreERT2,,Older Gouwen,,566719275
Nos1-CreERT2,,Older Gouwen,,560738452
Nos1-CreERT2,,Older Gouwen,,524074295
Nos1-CreERT2,,Older Gouwen,,566724483
Nos1-CreERT2,,Older Gouwen,,560968319
Nos1-CreERT2,,Older Gouwen,,566720165
Nos1-CreERT2,,Older Gouwen,,523729022
Nos1-CreERT2,,Older Gouwen,,530731648
Nos1-CreERT2,,Older Gouwen,,523748610
Nos1-CreERT2,,Older Gouwen,,560750295
Nos1-CreERT2,,Older Gouwen,,566655990
Nos1-CreERT2,,Older Gouwen,,566728192
Nos1-CreERT2,,Older Gouwen,,523708351
Nos1-CreERT2,,Older Gouwen,,560992553
Nos1-CreERT2,,Older Gouwen,,560753350
Nos1-CreERT2,,Older Gouwen,,566647353
Nos1-CreERT2,,Older Gouwen,,561039262
Nos1-CreERT2,,Older Gouwen,,566719750
Nkx2-1-CreERT2,,Older Gouwen,,581020172
Nkx2-1-CreERT2,,Older Gouwen,,580537822
Nkx2-1-CreERT2,,Older Gouwen,,581058351
Nkx2-1-CreERT2,,Older Gouwen,,554443833
Nkx2-1-CreERT2,,Older Gouwen,,561325425
Nkx2-1-CreERT2,,Older Gouwen,,563620254
Nkx2-1-CreERT2,,Older Gouwen,,563373346
Nkx2-1-CreERT2,,Older Gouwen,,606346614
Nkx2-1-CreERT2,,Older Gouwen,,581340781
Nkx2-1-CreERT2,,Older Gouwen,,606245618
Nkx2-1-CreERT2,,Older Gouwen,,606517484
Nkx2-1-CreERT2,,Older Gouwen,,554432769
Nkx2-1-CreERT2,,Older Gouwen,,561520050
Nkx2-1-CreERT2,,Older Gouwen,,580507567
Nkx2-1-CreERT2,,Older Gouwen,,581058864
Nkx2-1-CreERT2,,Older Gouwen,,554454165
Nkx2-1-CreERT2,,Older Gouwen,,561519381
Nkx2-1-CreERT2,,Older Gouwen,,554447280
Nkx2-1-CreERT2,,Older Gouwen,,566563603
Nkx2-1-CreERT2,,Older Gouwen,,563372842
Nkx2-1-CreERT2,,Older Gouwen,,581157315
Nkx2-1-CreERT2,,Older Gouwen,,561329890
Nkx2-1-CreERT2,,Older Gouwen,,566674875
Nkx2-1-CreERT2,,Older Gouwen,,561330525
Nkx2-1-CreERT2,,Older Gouwen,,580585082
Nkx2-1-CreERT2,,Older Gouwen,,581138223
Nkx2-1-CreERT2,,Older Gouwen,,580857280
Nkx2-1-CreERT2,,Older Gouwen,,554807988
Nkx2-1-CreERT2,,Older Gouwen,,566673170
Nkx2-1-CreERT2,,Older Gouwen,,566305266
Nkx2-1-CreERT2,,Older Gouwen,,554779051
Nkx2-1-CreERT2,,Older Gouwen,,567029686
Nkx2-1-CreERT2,,Older Gouwen,,606106445
Nkx2-1-CreERT2,,Older Gouwen,,561517025
Nkx2-1-CreERT2,,Older Gouwen,,563380422
Nkx2-1-CreERT2,,Older Gouwen,,566304697
Nkx2-1-CreERT2,,Older Gouwen,,566541912
Nkx2-1-CreERT2,,Older Gouwen,,566543480
Nkx2-1-CreERT2,,Older Gouwen,,566559909
Nkx2-1-CreERT2,,Older Gouwen,,566756038
Nkx2-1-CreERT2,,Older Gouwen,,605688696
Nkx2-1-CreERT2,,Older Gouwen,,581153862
Nkx2-1-CreERT2,,Older Gouwen,,605690670
Nkx2-1-CreERT2,,Older Gouwen,,606336338
Nkx2-1-CreERT2,,Older Gouwen,,566678900
Nkx2-1-CreERT2,,Older Gouwen,,561515555
Nkx2-1-CreERT2,,Older Gouwen,,566760952
Nkx2-1-CreERT2,,Older Gouwen,,554807924
Ndnf-IRES2-dgCre,,Older Gouwen,,562432852
Ndnf-IRES2-dgCre,,Older Gouwen,,555697303
Ndnf-IRES2-dgCre,,Older Gouwen,,562651165
Ndnf-IRES2-dgCre,,Older Gouwen,,527095729
Ndnf-IRES2-dgCre,,Older Gouwen,,565120091
Ndnf-IRES2-dgCre,,Older Gouwen,,527579814
Ndnf-IRES2-dgCre,,Older Gouwen,,564349611
Ndnf-IRES2-dgCre,,Older Gouwen,,564346637
Ndnf-IRES2-dgCre,,Older Gouwen,,579978640
Ndnf-IRES2-dgCre,,Older Gouwen,,556923554
Ndnf-IRES2-dgCre,,Older Gouwen,,569412397
Ndnf-IRES2-dgCre,,Older Gouwen,,564410881
Ndnf-IRES2-dgCre,,Older Gouwen,,538162646
Ndnf-IRES2-dgCre,,Older Gouwen,,536951541
Ndnf-IRES2-dgCre,,Older Gouwen,,516838734
Ndnf-IRES2-dgCre,,Older Gouwen,,557203722
Ndnf-IRES2-dgCre,,Older Gouwen,,569251652
Ndnf-IRES2-dgCre,,Older Gouwen,,526801742
Ndnf-IRES2-dgCre,,Older Gouwen,,555781149
Ndnf-IRES2-dgCre,,Older Gouwen,,562630201
Ndnf-IRES2-dgCre,,Older Gouwen,,527874431
Ndnf-IRES2-dgCre,,Older Gouwen,,527089085
Ndnf-IRES2-dgCre,,Older Gouwen,,526939383
Ndnf-IRES2-dgCre,,Older Gouwen,,569407114
Ndnf-IRES2-dgCre,,Older Gouwen,,579611597
Ndnf-IRES2-dgCre,,Older Gouwen,,598631490
Ndnf-IRES2-dgCre,,Older Gouwen,,527869035
Ndnf-IRES2-dgCre,,Older Gouwen,,555734606
Ndnf-IRES2-dgCre,,Older Gouwen,,579981789
Ndnf-IRES2-dgCre,,Older Gouwen,,526936091
Ndnf-IRES2-dgCre,,Older Gouwen,,569270348
Ndnf-IRES2-dgCre,,Older Gouwen,,569492761
Ndnf-IRES2-dgCre,,Older Gouwen,,565809656
Ndnf-IRES2-dgCre,,Older Gouwen,,556524816
Ndnf-IRES2-dgCre,,Older Gouwen,,564701029
Ndnf-IRES2-dgCre,,Older Gouwen,,527463935
Ndnf-IRES2-dgCre,,Older Gouwen,,555079011
Ndnf-IRES2-dgCre,,Older Gouwen,,560686477
Ndnf-IRES2-dgCre,,Older Gouwen,,564409183
Ndnf-IRES2-dgCre,,Older Gouwen,,565723357
Ndnf-IRES2-dgCre,,Older Gouwen,,575299891
Ndnf-IRES2-dgCre,,Older Gouwen,,556926517
Ndnf-IRES2-dgCre,,Older Gouwen,,569609830
Ndnf-IRES2-dgCre,,Older Gouwen,,555089724
Ndnf-IRES2-dgCre,,Older Gouwen,,579627022
Ndnf-IRES2-dgCre,,Older Gouwen,,539014038
Ndnf-IRES2-dgCre,,Older Gouwen,,579611637
Ndnf-IRES2-dgCre,,Older Gouwen,,575300383
Ndnf-IRES2-dgCre,,Older Gouwen,,564692405
Ndnf-IRES2-dgCre,,Older Gouwen,,526531616
Ndnf-IRES2-dgCre,,Older Gouwen,,530235049
Ndnf-IRES2-dgCre,,Older Gouwen,,574734127
Ndnf-IRES2-dgCre,,Older Gouwen,,592577385
Ndnf-IRES2-dgCre,,Older Gouwen,,574584859
Ndnf-IRES2-dgCre,,Older Gouwen,,565778331
Ndnf-IRES2-dgCre,,Older Gouwen,,565698986
Ndnf-IRES2-dgCre,,Older Gouwen,,574577489
Ndnf-IRES2-dgCre,,Older Gouwen,,516880237
Ndnf-IRES2-dgCre,,Older Gouwen,,527104986
Ndnf-IRES2-dgCre,,Older Gouwen,,565480987
Ndnf-IRES2-dgCre,,Older Gouwen,,569252686
Ndnf-IRES2-dgCre,,Older Gouwen,,556914447
Ndnf-IRES2-dgCre,,Older Gouwen,,569494755
Ndnf-IRES2-dgCre,,Older Gouwen,,569263301
Ndnf-IRES2-dgCre,,Older Gouwen,,565778579
Ndnf-IRES2-dgCre,,Older Gouwen,,579626068
Ndnf-IRES2-dgCre,,Older Gouwen,,564795087
Ndnf-IRES2-dgCre,,Older Gouwen,,538866343
Ndnf-IRES2-dgCre,,Older Gouwen,,569623233
Ndnf-IRES2-dgCre,,Older Gouwen,,555042715
Ndnf-IRES2-dgCre,,Older Gouwen,,564359799
Ndnf-IRES2-dgCre,,Older Gouwen,,562682546
Ndnf-IRES2-dgCre,,Older Gouwen,,557202210
Ndnf-IRES2-dgCre,,Older Gouwen,,556922061
Ndnf-IRES2-dgCre,,Older Gouwen,,565108355
Ndnf-IRES2-dgCre,,Older Gouwen,,560684168
Ndnf-IRES2-dgCre,,Older Gouwen,,562632795
Ndnf-IRES2-dgCre,,Older Gouwen,,564408650
Ndnf-IRES2-dgCre,,Older Gouwen,,526545261
Ndnf-IRES2-dgCre,,Older Gouwen,,526943222
Ndnf-IRES2-dgCre,,Older Gouwen,,562424079
Ndnf-IRES2-dgCre,,Older Gouwen,,556910601
Ndnf-IRES2-dgCre,,Older Gouwen,,564430168
Ndnf-IRES2-dgCre,,Older Gouwen,,527464013
Ndnf-IRES2-dgCre,,Older Gouwen,,562676370
Ndnf-IRES2-dgCre,,Older Gouwen,,536306115
Ndnf-IRES2-dgCre,,Older Gouwen,,565124865
Ndnf-IRES2-dgCre,,Older Gouwen,,557194325
Ndnf-IRES2-dgCre,,Older Gouwen,,569615443
Ndnf-IRES2-dgCre,,Older Gouwen,,564770700
Ndnf-IRES2-dgCre,,Older Gouwen,,574610205
Ndnf-IRES2-dgCre,,Older Gouwen,,565106612
Ndnf-IRES2-dgCre,,Older Gouwen,,564677541
Htr3a-Cre_NO152|Pvalb-T2A-Dre,,Older Gouwen,,580162060
Htr3a-Cre_NO152|Pvalb-T2A-Dre,,Older Gouwen,,580162374
Htr3a-Cre_NO152|Pvalb-T2A-Dre,,Older Gouwen,,580161872
Htr3a-Cre_NO152|Pvalb-T2A-Dre,,Older Gouwen,,585740198
Htr3a-Cre_NO152|Pvalb-T2A-Dre,,Older Gouwen,,590876255
Htr3a-Cre_NO152|Pvalb-T2A-Dre,,Older Gouwen,,585753841
Htr3a-Cre_NO152|Pvalb-T2A-Dre,,Older Gouwen,,586358539
Htr3a-Cre_NO152|Pvalb-T2A-Dre,,Older Gouwen,,591420537
Htr3a-Cre_NO152|Pvalb-T2A-Dre,,Older Gouwen,,586379590
Htr3a-Cre_NO152|Pvalb-T2A-Dre,,Older Gouwen,,590932287
Htr3a-Cre_NO152|Pvalb-T2A-Dre,,Older Gouwen,,590975447
Htr3a-Cre_NO152|Pvalb-T2A-Dre,,Older Gouwen,,586366106
Htr3a-Cre_NO152|Pvalb-T2A-Dre,,Older Gouwen,,590907673
Htr3a-Cre_NO152,,Older Gouwen,,583836069
Htr3a-Cre_NO152,,Older Gouwen,,522257166
Htr3a-Cre_NO152,,Older Gouwen,,327970859
Htr3a-Cre_NO152,,Older Gouwen,,583822407
Htr3a-Cre_NO152,,Older Gouwen,,561533860
Htr3a-Cre_NO152,,Older Gouwen,,473951795
Htr3a-Cre_NO152,,Older Gouwen,,584872371
Htr3a-Cre_NO152,,Older Gouwen,,555341581
Htr3a-Cre_NO152,,Older Gouwen,,482773968
Htr3a-Cre_NO152,,Older Gouwen,,479107488
Htr3a-Cre_NO152,,Older Gouwen,,439372920
Htr3a-Cre_NO152,,Older Gouwen,,477278032
Htr3a-Cre_NO152,,Older Gouwen,,522416880
Htr3a-Cre_NO152,,Older Gouwen,,482493761
Htr3a-Cre_NO152,,Older Gouwen,,482764620
Htr3a-Cre_NO152,,Older Gouwen,,475623964
Htr3a-Cre_NO152,,Older Gouwen,,564410651
Htr3a-Cre_NO152,,Older Gouwen,,487176969
Htr3a-Cre_NO152,,Older Gouwen,,569317896
Htr3a-Cre_NO152,,Older Gouwen,,464191630
Htr3a-Cre_NO152,,Older Gouwen,,555345752
Htr3a-Cre_NO152,,Older Gouwen,,441000782
Htr3a-Cre_NO152,,Older Gouwen,,519549081
Htr3a-Cre_NO152,,Older Gouwen,,583817628
Htr3a-Cre_NO152,,Older Gouwen,,481003643
Htr3a-Cre_NO152,,Older Gouwen,,326786924
Htr3a-Cre_NO152,,Older Gouwen,,561814552
Htr3a-Cre_NO152,,Older Gouwen,,482644550
Htr3a-Cre_NO152,,Older Gouwen,,473909767
Htr3a-Cre_NO152,,Older Gouwen,,482654108
Htr3a-Cre_NO152,,Older Gouwen,,569299459
Htr3a-Cre_NO152,,Older Gouwen,,596213704
Htr3a-Cre_NO152,,Older Gouwen,,481003593
Htr3a-Cre_NO152,,Older Gouwen,,486875162
Htr3a-Cre_NO152,,Older Gouwen,,561534047
Htr3a-Cre_NO152,,Older Gouwen,,481093098
Htr3a-Cre_NO152,,Older Gouwen,,475619177
Htr3a-Cre_NO152,,Older Gouwen,,327997484
Htr3a-Cre_NO152,,Older Gouwen,,514825708
Htr3a-Cre_NO152,,Older Gouwen,,522260194
Htr3a-Cre_NO152,,Older Gouwen,,442627661
Htr3a-Cre_NO152,,Older Gouwen,,575001377
Htr3a-Cre_NO152,,Older Gouwen,,479219923
Htr3a-Cre_NO152,,Older Gouwen,,561552455
Htr3a-Cre_NO152,,Older Gouwen,,564438523
Htr3a-Cre_NO152,,Older Gouwen,,574993444
Htr3a-Cre_NO152,,Older Gouwen,,481136138
Htr3a-Cre_NO152,,Older Gouwen,,574968354
Htr3a-Cre_NO152,,Older Gouwen,,469753383
Htr3a-Cre_NO152,,Older Gouwen,,474283475
Htr3a-Cre_NO152,,Older Gouwen,,569295876
Htr3a-Cre_NO152,,Older Gouwen,,583804033
Htr3a-Cre_NO152,,Older Gouwen,,514824979
Htr3a-Cre_NO152,,Older Gouwen,,578483845
Htr3a-Cre_NO152,,Older Gouwen,,596282602
Htr3a-Cre_NO152,,Older Gouwen,,486921382
Htr3a-Cre_NO152,,Older Gouwen,,475585413
Htr3a-Cre_NO152,,Older Gouwen,,326737743
Htr3a-Cre_NO152,,Older Gouwen,,575200757
Htr3a-Cre_NO152,,Older Gouwen,,522408506
Htr3a-Cre_NO152,,Older Gouwen,,578517952
Htr3a-Cre_NO152,,Older Gouwen,,327648537
Htr3a-Cre_NO152,,Older Gouwen,,482435718
Htr3a-Cre_NO152,,Older Gouwen,,327566447
Htr3a-Cre_NO152,,Older Gouwen,,482649712
Htr3a-Cre_NO152,,Older Gouwen,,490149337
Htr3a-Cre_NO152,,Older Gouwen,,482511164
Htr3a-Cre_NO152,,Older Gouwen,,555354254
Htr3a-Cre_NO152,,Older Gouwen,,482645063
Htr3a-Cre_NO152,,Older Gouwen,,481136214
Htr3a-Cre_NO152,,Older Gouwen,,475622680
Htr3a-Cre_NO152,,Older Gouwen,,578485753
Htr3a-Cre_NO152,,Older Gouwen,,481099785
Htr3a-Cre_NO152,,Older Gouwen,,477880128
Htr3a-Cre_NO152,,Older Gouwen,,487155664
Htr3a-Cre_NO152,,Older Gouwen,,439024551
Htr3a-Cre_NO152,,Older Gouwen,,561532710
Htr3a-Cre_NO152,,Older Gouwen,,473974547
Htr3a-Cre_NO152,,Older Gouwen,,574914313
Htr3a-Cre_NO152,,Older Gouwen,,464188580
Htr3a-Cre_NO152,,Older Gouwen,,487158599
Htr3a-Cre_NO152,,Older Gouwen,,477991293
Htr3a-Cre_NO152,,Older Gouwen,,327962063
Htr3a-Cre_NO152,,Older Gouwen,,565209132
Htr3a-Cre_NO152,,Older Gouwen,,475622793
Htr3a-Cre_NO152,,Older Gouwen,,574269602
Htr3a-Cre_NO152,,Older Gouwen,,474596625
Htr3a-Cre_NO152,,Older Gouwen,,553231879
Htr3a-Cre_NO152,,Older Gouwen,,504179737
Htr3a-Cre_NO152,,Older Gouwen,,565236919
Htr3a-Cre_NO152,,Older Gouwen,,555356054
Htr3a-Cre_NO152,,Older Gouwen,,327644217
Htr3a-Cre_NO152,,Older Gouwen,,561790658
Htr3a-Cre_NO152,,Older Gouwen,,561936316
Htr3a-Cre_NO152,,Older Gouwen,,475586130
Htr3a-Cre_NO152,,Older Gouwen,,522260244
Htr3a-Cre_NO152,,Older Gouwen,,327706437
Htr3a-Cre_NO152,,Older Gouwen,,487099387
Htr3a-Cre_NO152,,Older Gouwen,,474267418
Htr3a-Cre_NO152,,Older Gouwen,,481099415
Htr3a-Cre_NO152,,Older Gouwen,,576768088
Htr3a-Cre_NO152,,Older Gouwen,,479220013
Htr3a-Cre_NO152,,Older Gouwen,,553561593
Htr3a-Cre_NO152,,Older Gouwen,,481004298
Htr3a-Cre_NO152,,Older Gouwen,,490729633
Htr3a-Cre_NO152,,Older Gouwen,,583804142
Htr3a-Cre_NO152,,Older Gouwen,,504120613
Htr3a-Cre_NO152,,Older Gouwen,,478110866
Htr3a-Cre_NO152,,Older Gouwen,,474660482
Htr3a-Cre_NO152,,Older Gouwen,,326734770
Htr3a-Cre_NO152,,Older Gouwen,,561532476
Htr3a-Cre_NO152,,Older Gouwen,,475625477
Htr3a-Cre_NO152,,Older Gouwen,,488686369
Htr3a-Cre_NO152,,Older Gouwen,,475029659
Htr3a-Cre_NO152,,Older Gouwen,,486557574
Htr3a-Cre_NO152,,Older Gouwen,,561553133
Htr3a-Cre_NO152,,Older Gouwen,,473943881
Htr3a-Cre_NO152,,Older Gouwen,,575201827
Htr3a-Cre_NO152,,Older Gouwen,,486941367
Htr3a-Cre_NO152,,Older Gouwen,,519749342
Htr3a-Cre_NO152,,Older Gouwen,,519751607
Htr3a-Cre_NO152,,Older Gouwen,,564425006
Htr3a-Cre_NO152,,Older Gouwen,,569286299
Htr3a-Cre_NO152,,Older Gouwen,,475585451
Htr3a-Cre_NO152,,Older Gouwen,,479218494
Htr3a-Cre_NO152,,Older Gouwen,,327679841
Htr3a-Cre_NO152,,Older Gouwen,,561985849
Htr3a-Cre_NO152,,Older Gouwen,,478111731
Htr3a-Cre_NO152,,Older Gouwen,,584931329
Htr3a-Cre_NO152,,Older Gouwen,,482521571
Htr3a-Cre_NO152,,Older Gouwen,,474652473
Htr3a-Cre_NO152,,Older Gouwen,,477879512
Htr3a-Cre_NO152,,Older Gouwen,,475619045
Htr3a-Cre_NO152,,Older Gouwen,,482772037
Htr3a-Cre_NO152,,Older Gouwen,,591748519
Htr3a-Cre_NO152,,Older Gouwen,,555365036
Htr3a-Cre_NO152,,Older Gouwen,,481049269
Htr3a-Cre_NO152,,Older Gouwen,,519517188
Htr3a-Cre_NO152,,Older Gouwen,,475744706
Htr3a-Cre_NO152,,Older Gouwen,,475740357
Htr3a-Cre_NO152,,Older Gouwen,,591778248
Htr3a-Cre_NO152,,Older Gouwen,,481001895
Htr3a-Cre_NO152,,Older Gouwen,,575012511
Htr3a-Cre_NO152,,Older Gouwen,,482516216
Htr3a-Cre_NO152,,Older Gouwen,,474637203
Htr3a-Cre_NO152,,Older Gouwen,,480999763
Htr3a-Cre_NO152,,Older Gouwen,,561792152
Htr3a-Cre_NO152,,Older Gouwen,,569278799
Htr3a-Cre_NO152,,Older Gouwen,,522108467
Htr3a-Cre_NO152,,Older Gouwen,,326774520
Htr3a-Cre_NO152,,Older Gouwen,,569296410
Htr3a-Cre_NO152,,Older Gouwen,,569074571
Htr3a-Cre_NO152,,Older Gouwen,,478107198
Htr3a-Cre_NO152,,Older Gouwen,,474626527
Gng7-Cre_KH71,,Older Gouwen,,603739199
Glt25d2-Cre_NF107,,Older Gouwen,,572827931
Glt25d2-Cre_NF107,,Older Gouwen,,572609348
Glt25d2-Cre_NF107,,Older Gouwen,,573082177
Glt25d2-Cre_NF107,,Older Gouwen,,572609025
Glt25d2-Cre_NF107,,Older Gouwen,,573086094
Glt25d2-Cre_NF107,,Older Gouwen,,579452260
Glt25d2-Cre_NF107,,Older Gouwen,,572609644
Glt25d2-Cre_NF107,,Older Gouwen,,579263604
Glt25d2-Cre_NF107,,Older Gouwen,,572804610
Glt25d2-Cre_NF107,,Older Gouwen,,572798509
Glt25d2-Cre_NF107,,Older Gouwen,,572608696
Glt25d2-Cre_NF107,,Older Gouwen,,579462433
Gad2-IRES-Cre,,Older Gouwen,,464326210
Gad2-IRES-Cre,,Older Gouwen,,397243949
Gad2-IRES-Cre,,Older Gouwen,,323540736
Gad2-IRES-Cre,,Older Gouwen,,466705337
Gad2-IRES-Cre,,Older Gouwen,,397129612
Gad2-IRES-Cre,,Older Gouwen,,396963717
Gad2-IRES-Cre,,Older Gouwen,,594091004
Gad2-IRES-Cre,,Older Gouwen,,593321019
Gad2-IRES-Cre,,Older Gouwen,,396939115
Gad2-IRES-Cre,,Older Gouwen,,593398067
Gad2-IRES-Cre,,Older Gouwen,,593312584
Gad2-IRES-Cre,,Older Gouwen,,593312295
Gad2-IRES-Cre,,Older Gouwen,,397248752
Gad2-IRES-Cre,,Older Gouwen,,396968721
Gad2-IRES-Cre,,Older Gouwen,,594480606
Gad2-IRES-Cre,,Older Gouwen,,323523338
Gad2-IRES-Cre,,Older Gouwen,,397220859
Gad2-IRES-Cre,,Older Gouwen,,323535089
Gad2-IRES-Cre,,Older Gouwen,,593324192
Esr2-IRES2-Cre-neo|PhiC31-neo,,Older Gouwen,,554454458
Esr2-IRES2-Cre-neo,,Older Gouwen,,560373629
Esr2-IRES2-Cre|PhiC31-neo,,Older Gouwen,,560579916
Esr2-IRES2-Cre|PhiC31-neo,,Older Gouwen,,560581448
Esr2-IRES2-Cre|PhiC31-neo,,Older Gouwen,,560579320
Esr2-IRES2-Cre,,Older Gouwen,,588729065
Esr2-IRES2-Cre,,Older Gouwen,,580632959
Esr2-IRES2-Cre,,Older Gouwen,,568560561
Esr2-IRES2-Cre,,Older Gouwen,,563028422
Esr2-IRES2-Cre,,Older Gouwen,,573699058
Esr2-IRES2-Cre,,Older Gouwen,,580634942
Esr2-IRES2-Cre,,Older Gouwen,,581741836
Esr2-IRES2-Cre,,Older Gouwen,,573699831
Esr2-IRES2-Cre,,Older Gouwen,,580612566
Esr2-IRES2-Cre,,Older Gouwen,,563226105
Esr2-IRES2-Cre,,Older Gouwen,,562534419
Esr2-IRES2-Cre,,Older Gouwen,,562731565
Esr2-IRES2-Cre,,Older Gouwen,,572996777
Esr2-IRES2-Cre,,Older Gouwen,,568582664
Esr2-IRES2-Cre,,Older Gouwen,,567431416
Esr2-IRES2-Cre,,Older Gouwen,,573323612
Esr2-IRES2-Cre,,Older Gouwen,,573702137
Esr2-IRES2-Cre,,Older Gouwen,,580624725
Esr2-IRES2-Cre,,Older Gouwen,,573322633
Esr2-IRES2-Cre,,Older Gouwen,,568584929
Esr2-IRES2-Cre,,Older Gouwen,,562541627
Esr2-IRES2-Cre,,Older Gouwen,,572735890
Esr2-IRES2-Cre,,Older Gouwen,,568568071
Esr2-IRES2-Cre,,Older Gouwen,,581394360
Esr2-IRES2-Cre,,Older Gouwen,,563220620
Cux2-CreERT2,,Older Gouwen,,485909730
Cux2-CreERT2,,Older Gouwen,,513593674
Cux2-CreERT2,,Older Gouwen,,490172112
Cux2-CreERT2,,Older Gouwen,,486198953
Cux2-CreERT2,,Older Gouwen,,487445455
Cux2-CreERT2,,Older Gouwen,,515949222
Cux2-CreERT2,,Older Gouwen,,486029942
Cux2-CreERT2,,Older Gouwen,,486235288
Cux2-CreERT2,,Older Gouwen,,504643398
Cux2-CreERT2,,Older Gouwen,,484515166
Cux2-CreERT2,,Older Gouwen,,513510227
Cux2-CreERT2,,Older Gouwen,,486196663
Cux2-CreERT2,,Older Gouwen,,486262299
Cux2-CreERT2,,Older Gouwen,,485955037
Cux2-CreERT2,,Older Gouwen,,487353993
Cux2-CreERT2,,Older Gouwen,,490376252
Cux2-CreERT2,,Older Gouwen,,505500191
Cux2-CreERT2,,Older Gouwen,,504567071
Cux2-CreERT2,,Older Gouwen,,487352877
Cux2-CreERT2,,Older Gouwen,,485887209
Cux2-CreERT2,,Older Gouwen,,487446992
Cux2-CreERT2,,Older Gouwen,,489923501
Cux2-CreERT2,,Older Gouwen,,502359001
Cux2-CreERT2,,Older Gouwen,,502999078
Cux2-CreERT2,,Older Gouwen,,490267468
Cux2-CreERT2,,Older Gouwen,,486753754
Cux2-CreERT2,,Older Gouwen,,500955426
Cux2-CreERT2,,Older Gouwen,,490170480
Cux2-CreERT2,,Older Gouwen,,486776965
Cux2-CreERT2,,Older Gouwen,,486146717
Cux2-CreERT2,,Older Gouwen,,487447111
Cux2-CreERT2,,Older Gouwen,,516916566
Cux2-CreERT2,,Older Gouwen,,486108147
Cux2-CreERT2,,Older Gouwen,,487358945
Cux2-CreERT2,,Older Gouwen,,483099796
Cux2-CreERT2,,Older Gouwen,,521399472
Cux2-CreERT2,,Older Gouwen,,486146828
Cux2-CreERT2,,Older Gouwen,,513579447
Cux2-CreERT2,,Older Gouwen,,486560376
Cux2-CreERT2,,Older Gouwen,,521938313
Cux2-CreERT2,,Older Gouwen,,483101699
Cux2-CreERT2,,Older Gouwen,,486756093
Cux2-CreERT2,,Older Gouwen,,483019067
Cux2-CreERT2,,Older Gouwen,,502808270
Cux2-CreERT2,,Older Gouwen,,489259263
Cux2-CreERT2,,Older Gouwen,,505200218
Cux2-CreERT2,,Older Gouwen,,521409057
Cux2-CreERT2,,Older Gouwen,,486106720
Cux2-CreERT2,,Older Gouwen,,483057325
Cux2-CreERT2,,Older Gouwen,,521958756
Cux2-CreERT2,,Older Gouwen,,505476170
Cux2-CreERT2,,Older Gouwen,,505202906
Cux2-CreERT2,,Older Gouwen,,490171952
Cux2-CreERT2,,Older Gouwen,,489751959
Cux2-CreERT2,,Older Gouwen,,485912047
Cux2-CreERT2,,Older Gouwen,,485958978
Cux2-CreERT2,,Older Gouwen,,488689365
Cux2-CreERT2,,Older Gouwen,,516906055
Cux2-CreERT2,,Older Gouwen,,489751692
Cux2-CreERT2,,Older Gouwen,,487661754
Cux2-CreERT2,,Older Gouwen,,483061182
