T type sub-class,T type,T type class,Specimen ID,Axon Bias X (millimeters),Axon Bias Y (millimeters),Axon Contraction,Axon Emd With Basal Dendrite,Axon Extent X (millimeters),Axon Extent Y (millimeters),Axon Hist Pc 0,Axon Hist Pc 1,Axon Hist Pc 2,Axon Hist Pc 3,Axon Hist Pc 4,Axon Max Branch Order,Axon Max Euclidean Distance (millimeters),Axon Max Path Distance (millimeters),Axon Num Branches,Axon Pct Above Basal Dendrite,Axon Pct Below Basal Dendrite,Axon Pct Intersect Basal Dendrite,Axon Soma Distance (millimeters),Axon Soma Percentile X,Axon Soma Percentile Y,Axon Soma Theta,Axon Total Length (millimeters),Basal Dendrite Bias X (millimeters),Basal Dendrite Bias Y (millimeters),Basal Dendrite Contraction,Basal Dendrite Extent X (millimeters),Basal Dendrite Extent Y (millimeters),Basal Dendrite Max Branch Order,Basal Dendrite Max Euclidean Distance (millimeters),Basal Dendrite Max Path Distance (millimeters),Basal Dendrite Num Branches,Basal Dendrite Num Stems,Basal Dendrite Pct Above Axon,Basal Dendrite Pct Below Axon,Basal Dendrite Pct Intersect Axon,Basal Dendrite Soma Percentile X,Basal Dendrite Soma Percentile Y,Basal Dendrite Stem Exit Down,Basal Dendrite Stem Exit Side Less,Basal Dendrite Stem Exit Side More,Basal Dendrite Stem Exit Up,Basal Dendrite Total Length (millimeters),Normalized Soma Depth
Sst interneuron,Sst Nts,MGE interneuron,692044280,0.041145017,0.252003375,0.849758002,15.90977349,0.437159992,0.527417655,-592.3019134,10.61947416,189.033578,18.3352536,-456.171715,13,0.403432082,0.640418134,87,0.516349338,0.108236755,0.375413907,0.019569528,0.365687086,0.39942053,0.350075124,7.117685544,0.035939986,0.070548392,0.825390697,0.292585705,0.103398452,5,0.247109829,0.319823385,21,3,0,0,1,0.430157262,0.744680851,0.333333333,0,0,0.666666667,1.641779557,0.86327286
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,741313892,0.04101953,0.181366383,0.859992737,22.48947847,0.300817515,0.610607487,546.7131185,-648.2068056,-1132.543954,992.5704634,132.0366578,56,0.404849043,1.41879713,695,0.227218036,0.010132354,0.762649611,0.008512909,0.37996327,0.093280983,0.173212294,25.81377053,0.019476253,0.004182553,0.884179671,0.262829757,0.322514241,7,0.233244545,0.285749638,48,6,0,0,1,0.425052411,0.388888889,0.333333333,0.166666667,0.166666667,0.333333333,3.076773527,0.518816511
Sst interneuron,Sst Calb2 Necab1,MGE interneuron,657857340,0.040562858,0.068725488,0.81554651,58.58372494,0.768547724,0.749567539,297.0683189,1252.582452,-599.8840474,227.1456005,426.2757848,20,0.552509748,1.024948506,435,0.708689459,0.010942761,0.28036778,0.01283529,0.340585341,0.245143745,0.274608874,24.39593265,0.017257861,0.208286789,0.772186264,0.264370945,0.238742481,5,0.224775586,0.349108135,27,3,0,0,1,0.386721992,0.847302905,0.333333333,0,0.333333333,0.333333333,1.963306226,0.49331195
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,713442456,0.039822236,0.192952486,0.86201532,14.38558519,0.289316045,0.483666045,1132.900205,-704.7535386,-85.60283149,576.1142339,-113.3865272,20,0.342119811,0.619215882,493,0.072247282,0,0.927752718,0,0.339125934,0.090808253,0.351769903,19.79060056,0.007633881,0.036244131,0.893473543,0.27380814,0.439507111,6,0.239559783,0.269966455,67,5,0,0.026642336,0.973357664,0.390875912,0.399270073,0.2,0,0.2,0.6,3.816597679,0.397132311
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,669088423,0.039767436,0.135154124,0.868450254,25.89794694,0.41377795,0.612713674,299.8184141,-434.066317,-376.6983403,193.5640733,-268.0041215,21,0.43157379,0.580799082,243,0.191510365,0.007033564,0.801456071,0.02104431,0.481120434,0.083168806,0.204895314,10.61896616,0.04302703,0.042416014,0.87031922,0.219843139,0.378510463,6,0.225652629,0.257721182,56,6,0,0,1,0.491093259,0.473279776,0.166666667,0,0,0.833333333,3.592528445,0.521573938
Lamp5 interneuron,Lamp5 Lhx6,CGE interneuron,870661094,0.039701058,0.037303235,0.858177026,8.405043587,0.432093064,0.407696302,-802.8629616,-77.49114842,274.8307873,-52.04610971,74.80410581,21,0.279984204,0.650188616,237,0.011048931,0.220691634,0.768259435,0.013181433,0.480843737,0.643994834,0.522379808,9.795541359,0.010063105,0.012379847,0.869816473,0.137180159,0.210307112,6,0.136504507,0.202733923,68,6,0,0,1,0.422211584,0.531833413,0.333333333,0.166666667,0.166666667,0.333333333,2.894241632,0.69602723
Sst interneuron,Sst Crh 4930553C11Rik,MGE interneuron,711212623,0.039037981,0.496416097,0.846271557,21.54610302,0.508602404,0.617932539,-967.8585424,-123.8068012,583.6241319,274.6348663,14.98445996,15,0.560082178,0.662146058,233,0.338912134,0,0.661087866,0.01486784,0.293988108,0.073441973,0.108387934,12.38194154,0.043356509,0.049119845,0.814823113,0.276292494,0.177480502,7,0.163309241,0.202422158,43,5,0,0.008279125,0.991720875,0.397989355,0.422235364,0,0.2,0.4,0.4,2.340163191,0.89651877
Sst interneuron,Sst Hpse Sema3c,MGE interneuron,759955697,0.038970673,0.397984935,0.8183415,29.03681212,0.363012248,0.666863664,-393.9378203,53.2825059,-345.4377415,-314.0329629,-38.59321304,20,0.550872516,1.00992108,187,0.425961041,0.00379245,0.570246509,0.013941982,0.321841062,0.111187726,0.332820075,8.720942699,0.016899041,0.0152981,0.851487732,0.311168302,0.25361904,7,0.234378144,0.2871967,65,7,0,0,1,0.467718795,0.43507891,0.428571429,0,0.142857143,0.428571429,3.788503588,0.708993207
Sst interneuron,Sst Chrna2 Glra3,MGE interneuron,760294832,0.038938975,0.465719366,0.818788311,53.72777932,0.573056065,0.72195078,-180.4247826,189.871526,-98.66728988,-168.5411497,59.17536483,21,0.646210463,0.882825983,149,0.714709204,0.003246753,0.282044043,0.032762563,0.399632976,0.049830604,0.166396583,9.576834301,0.008929025,0.039368907,0.860987498,0.448205182,0.167077089,7,0.23099156,0.283988202,63,5,0,0,1,0.337231969,0.420662768,0,0.4,0.4,0.2,3.529371448,0.734362826
Lamp5 interneuron,Lamp5 Lsp1,CGE interneuron,828803869,0.038789649,0.179297886,0.794814542,7.007169359,0.352843224,0.275758438,646.7777719,1426.721872,330.3871329,-5.061653556,-15.06379976,37,0.245813413,0.699346039,347,0.009956854,0.302356455,0.687686691,0.051307638,0.392521297,0.940922668,0.61065824,13.84864586,0.014588743,0.049918907,0.868090575,0.132293352,0.087746635,8,0.168711591,0.198905923,72,6,0,0,1,0.438004402,0.884812913,0.666666667,0.166666667,0.166666667,0,1.931381746,0.064474839
Sncg interneuron,Sncg Vip Nptx2,CGE interneuron,643536919,0.038515067,0.161780823,0.813588875,29.47888882,0.434324426,0.398398569,-615.3419451,8.905686928,187.4485799,-45.46888282,-349.4169605,10,0.391893301,0.55461739,95,0,0.08905524,0.91094476,0,0.330665978,0.828084667,0.576064776,5.72309245,0.037118684,0.276750644,0.82443731,0.339417807,0.694842003,6,0.487278883,0.550309129,55,3,0.132762313,0,0.867237687,0.409605384,0.261853778,0,0,0.333333333,0.666666667,4.460409044,0.663539983
Sst interneuron,Sst Calb2 Necab1,MGE interneuron,713132614,0.038095991,0.201549303,0.873456251,17.93500975,0.56830521,0.413214431,884.4547314,167.3352532,238.7820816,102.2371033,-118.5050132,27,0.408953268,0.879116786,331,0.18769671,0,0.81230329,0.045112392,0.298998569,0.067715784,0.222260038,16.24391888,0.016957309,0.029795706,0.85557442,0.221490758,0.408822064,8,0.249179938,0.299182262,41,5,0,0.071129707,0.928870293,0.389121339,0.29916318,0.6,0,0,0.4,2.660647875,0.360022341
Pvalb interneuron,Pvalb Sema3e Kank4,MGE interneuron,701140434,0.037838174,0.149734179,0.841585269,18.3103233,0.753751579,0.510623033,-1638.089552,-249.5667451,1530.015683,1063.50131,110.3143917,23,0.457667725,1.077220575,541,0,0.244280686,0.755719314,0,0.279256489,0.659370875,0.368401108,25.78064379,0.022751627,0.266978639,0.851322569,0.326252403,0.409310886,9,0.341057833,0.492442048,66,4,0.003990688,0,0.996009312,0.481210509,0.333555038,0.25,0.25,0.5,0,4.395674578,0.809332719
Sst interneuron,Sst Nts,MGE interneuron,718195284,0.036819524,0.003489148,0.881618191,11.47604271,0.703026048,0.58221907,-665.9451028,-41.39402229,-39.43674838,-353.553443,126.6950342,19,0.43309031,0.866871317,171,0.065194212,0,0.934805788,0.029339458,0.489108911,0.332673267,0.218318873,10.88379607,0.05837843,0.164602594,0.880970679,0.358017403,0.480870552,7,0.373007081,0.469563747,52,6,0,0.034305994,0.965694006,0.316246057,0.648264984,0.333333333,0.166666667,0.166666667,0.333333333,3.909197236,0.694668719
Pvalb interneuron,Pvalb Reln Tac1,MGE interneuron,682332013,0.036256001,0.027283204,0.829127379,5.542387304,0.572934367,0.196023558,-452.0733406,49.48184149,-608.7933077,-860.1370641,159.9656259,18,0.333718338,0.665009159,263,0.009699475,0,0.990300525,0.0152216,0.403402767,0.124026077,0.446711351,10.8932443,0.023487869,0.008882337,0.863829916,0.26978462,0.180764874,6,0.251655915,0.276421485,34,6,0,0.002056203,0.997943797,0.498971899,0.308430432,0,0.166666667,0.333333333,0.5,2.341006516,0.605265065
Sst interneuron,Sst Chrna2 Glra3,MGE interneuron,746732672,0.036166346,0.255900434,0.871354542,63.69699639,0.321703542,0.582581906,-153.3027502,686.3981146,-321.8660939,-108.6915555,-162.548957,19,0.470575127,0.802154767,253,0.727289016,0.005733739,0.266977244,0.02163219,0.131876008,0.095860957,0.405913871,8.694453957,0.068389751,0.087837854,0.883695369,0.242178019,0.171599544,9,0.19098347,0.237852936,75,5,0,0,1,0.360090447,0.709440362,0.4,0.2,0.2,0.2,2.660097982,0.581621887
Vip interneuron,Vip Ptprt Pkp2,CGE interneuron,648139266,0.036011927,0.430544785,0.872018798,41.53454646,0.155252938,0.615452753,-246.3196492,-37.32065703,-44.43000268,-146.2941341,-512.6131536,13,0.534351318,0.601706982,89,0,0.432087511,0.567912489,0.038647018,0.458523245,0.75159526,0.716763952,2.828237284,0.009089462,0.032032604,0.862370246,0.182608866,0.482889264,10,0.265647697,0.385831974,52,2,0.363373295,0,0.636626705,0.322447292,0.413393964,0.5,0,0,0.5,3.010058347,0.275459054
Vip interneuron,Vip Lmo1 Myl1,CGE interneuron,694734857,0.035935427,0.138999452,0.841092779,16.00331691,0.195269993,0.417038319,-256.5089209,-92.05433226,-540.3535395,-120.5623864,-267.6365825,18,0.30019129,0.449674344,221,0,0.06225601,0.93774399,0.013214995,0.318471338,0.785288679,0.851041998,6.881699653,0.02548532,0.073003242,0.838912268,0.195101934,0.490350635,10,0.284547484,0.381022865,75,3,0.144126739,0,0.855873261,0.370556414,0.591962906,0.333333333,0,0.333333333,0.333333333,3.487520763,0.40354998
Sncg interneuron,Sncg Gpr50,CGE interneuron,830434392,0.035696641,0.110899659,0.833897537,11.73644047,0.823353111,0.746845272,-15.26771339,-102.3813321,-389.0838355,-201.8140548,141.1695455,15,0.555186641,1.216092706,169,0.104321608,0.078090452,0.81758794,0.017568004,0.410351759,0.398592965,0.81004443,15.09451013,0.032699537,0.160975356,0.834026451,0.323075447,0.480717258,7,0.325638758,0.428955748,69,7,0,0,1,0.397548161,0.314068885,0.428571429,0.142857143,0.142857143,0.285714286,4.817104525,0.509366891
Sst interneuron,Sst Crhr2 Efemp1,MGE interneuron,760832993,0.035550455,0.436442592,0.853355077,26.90946895,0.929159403,0.712505432,-1154.538894,-328.9965014,889.0613985,655.8885795,385.4500337,24,0.619839809,0.851611775,379,0.479583617,0.004089473,0.51632691,0,0.339426235,0.252927691,0.185712662,22.83371949,0.017695577,0.043517611,0.910210594,0.370363515,0.167867115,7,0.268260783,0.28638121,50,6,0,0,1,0.462936394,0.738880918,0.5,0.166666667,0.333333333,0,3.044572131,0.851713751
Sst interneuron,Sst Hpse Sema3c,MGE interneuron,693085460,0.034441204,0.321974367,0.811332255,30.88154063,0.25666301,0.572910217,-129.2702664,165.3934803,-583.9046552,-149.2678666,-188.6942813,20,0.455832435,0.632742694,239,0.329158936,0,0.670841064,0.014090666,0.356060606,0.030457638,0.23829302,9.340163929,0.00255107,0.025925516,0.872158392,0.25194922,0.274654332,8,0.194647236,0.250438697,56,4,0,0.023929471,0.976070529,0.498320739,0.438287154,0.25,0.25,0.25,0.25,3.31475591,0.562625038
Vip interneuron,Vip Crispld2 Kcne4,CGE interneuron,697810838,0.034323926,0.246173591,0.791466134,20.41980076,0.294165404,0.623476558,230.3514592,-173.6841335,-315.8777875,13.12555341,-153.8051356,33,0.450112205,0.958003329,353,0.011341929,0.380850048,0.607808023,0.017683705,0.472063037,0.741404011,0.713747267,11.95536661,0.008547701,0.031047649,0.775704457,0.284569956,0.32237977,9,0.194076853,0.286515937,56,4,0,0,1,0.471966912,0.467830882,0.25,0.25,0.25,0.25,3.089614172,0.253435418
Pvalb interneuron,Pvalb Tpbg,MGE interneuron,652299236,0.034303744,0.146557843,0.86470856,17.28884779,0.242358139,0.516674734,63.14583221,-212.0956292,-239.2194208,-95.17455444,-369.7639887,20,0.33246373,0.470350592,169,0,0.1613654,0.8386346,0,0.236035687,0.585143522,0.713871706,6.596273268,0.009811115,0.074099349,0.866830905,0.296575531,0.418375921,5,0.251480564,0.303488187,30,4,0.036691542,0,0.963308458,0.241293532,0.20460199,0,0,0.25,0.75,2.108025579,0.317150075
Sst interneuron,Sst Tac2 Tacstd2,MGE interneuron,731765828,0.033442148,0.422846017,0.860381101,17.17413883,0.395881355,0.821736028,-481.9446356,19.45000629,-305.8403655,-575.8901883,149.9643474,21,0.661561049,0.904377835,237,0.126623377,0,0.873376623,0.012886086,0.489521842,0.113636364,0.374012135,11.03786298,0.0520811,0.071919231,0.875838877,0.27110454,0.444851356,7,0.313336922,0.373511628,64,6,0,0.026215022,0.973784978,0.485419735,0.227982327,0.333333333,0,0.333333333,0.333333333,5.309237145,0.73333313
Vip interneuron,Vip Ptprt Pkp2,CGE interneuron,661422439,0.033317255,0.305115165,0.818695726,39.29844383,0.345048143,0.376040578,-484.387414,24.20341531,-285.767394,-496.2189077,-77.84317433,19,0.402419764,0.626089968,177,0,0.198874702,0.801125298,0.036304504,0.461588401,0.980307293,0.175663544,6.80471019,0.086859598,0.186742633,0.895081426,0.197738928,0.600272542,8,0.414796907,0.490079936,75,3,0.410633088,0,0.589366912,0.437565582,0.580622595,0.333333333,0,0.333333333,0.333333333,3.891231053,0.422880617
Pvalb interneuron,Pvalb Tpbg,MGE interneuron,666141992,0.032896645,0.258421409,0.869403561,7.828218009,0.489899771,0.730302187,2071.929304,-1115.428339,1028.954614,-292.8217789,366.4269135,41,0.496065479,1.222819618,683,0.005472097,0.10118218,0.893345723,0,0.423519694,0.309173507,0.473075602,28.8563053,0.065048556,0.015953927,0.832429822,0.277330018,0.344244898,7,0.203130044,0.28814663,61,5,0,0,1,0.40849387,0.412434326,0.4,0,0.2,0.4,3.08648873,0.28619189
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,770216620,0.032685606,0.151566068,0.848010552,31.58436066,0.491645358,0.757723145,967.749346,154.8489518,-1026.82977,1471.450943,321.2097665,33,0.507300108,0.963896376,707,0.371948718,0.004307692,0.62374359,0.015571915,0.441333333,0.078102564,0.240981427,25.76202765,0.00535481,0.005369561,0.888792712,0.284593924,0.414307443,8,0.229426498,0.258977487,53,5,0,0,1,0.331151832,0.35034904,0.4,0.2,0.2,0.2,3.032841565,0.467659073
Vip interneuron,Vip Ptprt Pkp2,CGE interneuron,694689662,0.032586733,0.36219721,0.832459149,37.0497511,0.278022745,0.595029158,-138.0568041,-220.9650528,-225.5711752,144.4715998,-354.2216377,21,0.513096064,0.721685144,217,0,0.283816425,0.716183575,0.017014826,0.380636071,0.861714976,0.84964732,7.309362409,0.041521385,0.004032107,0.845708772,0.250931708,0.481426252,8,0.29966375,0.40697472,64,4,0.371283784,0,0.628716216,0.358445946,0.451013514,0.5,0,0.25,0.25,4.313158394,0.295430054
Vip interneuron,Vip Crispld2 Kcne4,CGE interneuron,738859085,0.032543049,0.270742804,0.740572232,14.54036012,0.282420118,0.362374489,-86.57424418,-121.2611564,-200.0489559,-68.35230387,-524.1458751,14,0.325827164,0.626339599,91,0,0.148805461,0.851194539,0.007182108,0.362116041,0.895221843,0.307211942,4.501890132,0.096325031,0.098479563,0.805927328,0.1593711,0.251983831,8,0.188885199,0.263569113,29,3,0.100367197,0,0.899632803,0.279069767,0.432068543,0.333333333,0,0,0.666666667,1.233120688,0.254334552
Pvalb interneuron,Pvalb Reln Itm2a,MGE interneuron,786228558,0.032336792,0.246254687,0.861180795,4.208702994,0.381459811,0.547512567,1687.318548,-1211.967237,464.4189057,121.0089723,116.8341471,22,0.427072242,0.662662707,693,0.000368482,0.087146103,0.912485414,0.017766276,0.439906651,0.395381686,0.557504154,23.537285,0.008004003,0.012392758,0.847591868,0.25040104,0.305420237,7,0.197475236,0.237461817,56,6,0,0,1,0.383632923,0.363292337,0.333333333,0,0.166666667,0.5,3.049889303,0.282093972
Sst interneuron,Sst Tac2 Tacstd2,MGE interneuron,740732467,0.031051348,0.399886559,0.867863031,48.14422933,0.325261774,0.709088152,187.0098023,382.5360412,-1056.287541,-445.0984084,1062.704336,38,0.582803421,0.993592238,717,0.734536219,0,0.265463781,0.017053762,0.476850627,0.040689984,0.108565481,28.36405541,0.049607419,0.050675622,0.871572384,0.310085184,0.296493971,6,0.211167689,0.241582334,55,9,0,0.007358637,0.992641363,0.465917893,0.586754454,0.333333333,0.111111111,0.333333333,0.222222222,3.525371451,0.667366876
Pvalb interneuron,Pvalb Reln Tac1,MGE interneuron,820897104,0.030886871,0.044293509,0.834689417,22.0244868,0.489038125,0.435819826,-412.9161089,-91.75916001,-713.9679706,-350.7316109,73.1248112,14,0.403632344,0.575292304,257,0.125,0,0.875,0,0.437875752,0.110596192,0.329010854,12.18862882,0.033503412,0.191150389,0.906779953,0.252539749,0.489430483,5,0.440208906,0.500387809,41,7,0,0.085054081,0.914945919,0.487708948,0.415437561,0.428571429,0,0.142857143,0.428571429,3.147726794,0.664523559
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,657661984,0.030806933,0.230301149,0.853150154,22.56514814,0.291932682,0.466181853,305.2035183,-154.2476496,-760.4162211,657.0958709,-192.6434768,29,0.359210467,0.617624867,511,0.310224439,0.001097257,0.688678304,0,0.464339152,0.050972569,0.206706348,12.55821397,0.046387833,0.011039731,0.91477772,0.250940345,0.226597001,5,0.1504382,0.172085271,24,4,0,0,1,0.381818182,0.221390374,0.25,0,0.25,0.5,1.2014018,0.492098224
Pvalb interneuron,Pvalb Sema3e Kank4,MGE interneuron,692846027,0.030668117,0.102876341,0.865434799,16.35715116,0.582425808,0.269651512,-1351.225644,-200.6411551,1137.416974,752.3648129,144.7971134,25,0.31327028,0.792362202,455,0,0.038326946,0.961673054,0,0.327695384,0.210298284,0.324329779,17.65954738,0.125455506,0.293905656,0.807417866,0.328343295,0.385153715,5,0.443049845,0.515196217,42,4,0.352734571,0,0.647265429,0.464124436,0.113396889,0.25,0,0.25,0.5,2.845960972,0.841624111
Sst interneuron,Sst Crhr2 Efemp1,MGE interneuron,659405820,0.030474548,0.207338808,0.907924868,17.75094999,0.328906353,0.550607818,-491.0774523,-121.8299817,-177.0141133,-57.20053268,-63.62628784,15,0.402219599,0.577216678,185,0.348095083,0.004721589,0.647183328,0.017774325,0.408336047,0.285249105,0.204750453,8.182407362,0.039327817,0.004193541,0.904731879,0.277789367,0.301188363,7,0.218367801,0.273081491,46,4,0,0,1,0.406378601,0.314300412,0.25,0,0.25,0.5,2.672617165,0.71687714
Sst interneuron,Sst Crhr2 Efemp1,MGE interneuron,768763533,0.030325391,0.305041763,0.803428687,32.6754378,0.643704235,0.763740878,-718.6799267,-274.2957206,-23.05023834,157.7671643,413.4262213,15,0.580747077,0.695130327,219,0.416094771,0.016094771,0.567810458,0.019417988,0.421895425,0.158823529,0.220645623,17.09569268,0.036635059,0.016768292,0.808883974,0.356453851,0.312946003,7,0.249346344,0.297484231,58,4,0,0,1,0.437867888,0.443427077,0.25,0,0.5,0.25,4.009724742,0.803144248
Vip interneuron,Vip Pygm C1ql1,CGE interneuron,744975652,0.030237867,0.254892404,0.799014372,20.16647243,0.215444422,0.423456972,201.2444865,-332.3520664,-199.9733415,128.6522674,-461.4275575,22,0.396402019,0.854246753,195,0,0.3837054,0.6162946,0,0.263117726,0.947338294,0.695781571,7.367705589,0.012615836,0.047392854,0.85188862,0.236510339,0.238155588,6,0.187275231,0.26036988,38,2,0.138680033,0,0.861319967,0.4160401,0.532163743,0.5,0,0,0.5,1.651494736,0.219490547
Sst interneuron,Sst Esm1,MGE interneuron,718202813,0.030182473,0.072636099,0.832795506,16.72087256,0.339043106,0.330943986,-573.3013938,7.968338657,101.3600501,-132.5741256,-301.0393706,17,0.298755368,0.67094602,111,0.112761276,0,0.887238724,0.040126476,0.272827283,0.268151815,0.200950295,5.895531186,0.061160115,0.111141019,0.863934755,0.519025988,0.384950137,8,0.361267243,0.538954796,43,5,0,0.175057208,0.824942792,0.48245614,0.694889397,0.4,0,0.2,0.4,3.872022538,0.820976203
Pvalb interneuron,Pvalb Reln Tac1,MGE interneuron,714228701,0.029737481,0.301708667,0.884031368,9.356320067,0.558392318,0.466763825,-324.6610598,-105.6206123,-1271.157776,-744.3746728,550.0864055,32,0.409077256,0.984790004,499,0.043344387,0.000631612,0.956024001,0,0.481604295,0.133901784,0.164268315,21.16240255,0.006004075,0.089469891,0.885302883,0.299964795,0.240623179,6,0.293085948,0.3503055,40,8,0,0,1,0.409422322,0.381379697,0.375,0.125,0.25,0.25,3.116843242,0.571032779
Lamp5 interneuron,Lamp5 Plch2 Dock5,CGE interneuron,827573535,0.029319261,0.207835328,0.867896551,5.155770885,0.34883577,0.365154154,444.8569438,1532.31395,-1.443669932,344.8589055,-34.20127357,20,0.286535592,0.646419642,363,0.001379152,0.099758648,0.8988622,0.013272446,0.453970808,0.310998736,0.860670573,12.28794005,0.013149106,0.019493494,0.870228628,0.177994856,0.172054025,6,0.152735166,0.186214619,45,7,0,0,1,0.409847434,0.404299584,0.428571429,0,0.428571429,0.142857143,1.837455923,0.109799548
Pvalb interneuron,Pvalb Sema3e Kank4,MGE interneuron,697787349,0.028988195,0.434911389,0.898263775,12.19016004,0.702658287,0.543940375,-1075.634664,-202.1883308,514.4088116,172.9295424,506.4756631,13,0.493322376,0.667075354,247,0.037059235,0,0.962940765,0,0.480071921,0.057436819,0.334899138,13.69388696,0.117712765,0.16421891,0.887114357,0.393266121,0.374858131,7,0.387167455,0.527128267,64,6,0,0.055112125,0.944887875,0.389585709,0.341315089,0.166666667,0.333333333,0.333333333,0.166666667,3.728110162,0.824961244
Pvalb interneuron,Pvalb Reln Itm2a,MGE interneuron,808475329,0.028962239,0.172948067,0.886989832,19.45362387,0.643938136,0.648639257,978.4923673,-1110.712692,-889.9693133,1054.134675,270.9922003,18,0.506694444,0.671490704,633,0.266883389,0.009018456,0.724098154,0,0.398227768,0.09375,0.387067497,26.67595353,0.031706697,0.032493442,0.881786029,0.319469496,0.360348806,6,0.264194417,0.296198629,58,4,0,0,1,0.444313725,0.251372549,0.25,0,0.25,0.5,3.603946419,0.539236106
